time,total load actual,temp,humidity,wind_speed
2014-12-31 23:00:00+00:00,25385.0,-0.6585374999999771,82.4,2.0
2015-01-01 00:00:00+00:00,24382.0,-0.6372999999999707,82.4,2.0
2015-01-01 01:00:00+00:00,22734.0,-1.0508624999999825,82.0,2.4
2015-01-01 02:00:00+00:00,21286.0,-1.0605312499999855,82.0,2.4
2015-01-01 03:00:00+00:00,20264.0,-1.0040999999999827,82.0,2.4
2015-01-01 04:00:00+00:00,19905.0,-1.1259999999999764,82.6,2.4
2015-01-01 05:00:00+00:00,20010.0,-1.0915999999999713,82.6,2.4
2015-01-01 06:00:00+00:00,20377.0,-0.8033999999999765,82.2,2.4
2015-01-01 07:00:00+00:00,20094.0,0.8436000000000263,81.2,1.4
2015-01-01 08:00:00+00:00,20637.0,1.0472000000000208,81.0,1.4
2015-01-01 09:00:00+00:00,22250.0,2.0796000000000276,76.2,1.4
2015-01-01 10:00:00+00:00,23547.0,9.095337500000038,72.4,1.8
2015-01-01 11:00:00+00:00,24133.0,9.851468750000038,69.2,1.8
2015-01-01 12:00:00+00:00,24713.0,9.55210000000003,71.4,1.8
2015-01-01 13:00:00+00:00,24672.0,11.201193750000016,52.8,2.0
2015-01-01 14:00:00+00:00,23528.0,11.747606250000024,51.0,1.8
2015-01-01 15:00:00+00:00,23118.0,8.136900000000036,66.4,2.0
2015-01-01 16:00:00+00:00,23606.0,10.068993750000027,58.8,2.0
2015-01-01 17:00:00+00:00,26447.0,7.844000000000039,68.2,2.0
2015-01-01 18:00:00+00:00,28020.0,6.516956250000021,69.4,2.0
2015-01-01 19:00:00+00:00,29014.0,4.043600000000015,81.0,2.0
2015-01-01 20:00:00+00:00,29571.0,2.468200000000013,84.2,1.8
2015-01-01 21:00:00+00:00,29031.0,2.5356000000000107,83.8,1.8
2015-01-01 22:00:00+00:00,26798.0,1.092262500000038,84.2,1.4
2015-01-01 23:00:00+00:00,27070.0,1.0781312500000353,84.2,1.6
2015-01-02 00:00:00+00:00,24935.0,0.883700000000033,84.4,1.4
2015-01-02 01:00:00+00:00,23214.0,0.4426687500000412,84.8,1.6
2015-01-02 02:00:00+00:00,22540.0,0.30833125000004885,84.8,1.6
2015-01-02 03:00:00+00:00,22096.0,0.31480000000004793,85.0,1.6
2015-01-02 04:00:00+00:00,22066.0,-0.22106249999998226,84.4,1.4
2015-01-02 05:00:00+00:00,22275.0,-0.26153124999998456,84.6,1.4
2015-01-02 06:00:00+00:00,23025.0,0.019000000000016826,84.2,1.4
2015-01-02 07:00:00+00:00,23699.0,1.873931250000021,83.4,1.6
2015-01-02 08:00:00+00:00,25834.0,2.047468750000019,83.2,1.6
2015-01-02 09:00:00+00:00,27927.0,3.096000000000015,78.8,1.6
2015-01-02 10:00:00+00:00,29072.0,7.3318687500000355,75.2,1.6
2015-01-02 11:00:00+00:00,29071.0,9.76313750000005,63.6,1.6
2015-01-02 12:00:00+00:00,29439.0,10.289400000000034,74.0,1.6
2015-01-02 13:00:00+00:00,29241.0,12.57592500000003,52.0,1.6
2015-01-02 14:00:00+00:00,27973.0,12.957475000000022,52.0,1.8
2015-01-02 15:00:00+00:00,27320.0,9.438200000000029,68.4,1.6
2015-01-02 16:00:00+00:00,27157.0,11.120000000000028,63.0,1.6
2015-01-02 17:00:00+00:00,29045.0,8.901000000000021,73.6,1.6
2015-01-02 18:00:00+00:00,31967.0,7.009900000000016,82.6,1.6
2015-01-02 19:00:00+00:00,33266.0,5.077500000000032,85.0,1.6
2015-01-02 20:00:00+00:00,33668.0,3.4730000000000247,85.4,1.6
2015-01-02 21:00:00+00:00,32426.0,3.4906000000000175,85.6,1.6
2015-01-02 22:00:00+00:00,29705.0,2.9326000000000363,85.8,1.6
2015-01-02 23:00:00+00:00,25564.0,2.365300000000025,85.6,1.6
2015-01-03 00:00:00+00:00,23584.0,1.8834000000000288,84.4,1.8
2015-01-03 01:00:00+00:00,22194.0,1.6099312500000225,85.2,1.8
2015-01-03 02:00:00+00:00,21296.0,1.1768687500000283,84.2,1.6
2015-01-03 03:00:00+00:00,21145.0,1.1636000000000195,84.2,1.6
2015-01-03 04:00:00+00:00,21316.0,1.1595312500000206,84.0,1.8
2015-01-03 05:00:00+00:00,21674.0,0.7046625000000291,83.6,1.6
2015-01-03 06:00:00+00:00,22127.0,0.8541000000000281,83.2,1.6
2015-01-03 07:00:00+00:00,22756.0,1.5611375000000294,83.0,1.6
2015-01-03 08:00:00+00:00,24654.0,2.7568625000000226,84.4,1.8
2015-01-03 09:00:00+00:00,26454.0,3.7161000000000173,80.6,1.8
2015-01-03 10:00:00+00:00,26959.0,10.597062500000026,76.6,1.8
2015-01-03 11:00:00+00:00,26716.0,11.268531250000024,74.0,1.8
2015-01-03 12:00:00+00:00,26802.0,11.031200000000036,76.2,1.8
2015-01-03 13:00:00+00:00,26416.0,12.005600000000026,72.0,1.8
2015-01-03 14:00:00+00:00,25362.0,14.048000000000036,68.0,1.8
2015-01-03 15:00:00+00:00,24770.0,12.030350000000032,71.6,1.6
2015-01-03 16:00:00+00:00,24501.0,12.25399375000003,63.0,1.4
2015-01-03 17:00:00+00:00,24992.0,10.001006250000023,71.0,1.2
2015-01-03 18:00:00+00:00,27964.0,8.135800000000007,84.6,1.2
2015-01-03 19:00:00+00:00,29694.0,4.549131250000016,85.8,1.2
2015-01-03 20:00:00+00:00,29874.0,3.866668750000019,76.4,1.2
2015-01-03 21:00:00+00:00,28979.0,4.364300000000014,73.4,1.4
2015-01-03 22:00:00+00:00,26863.0,2.9256000000000086,71.2,1.0
2015-01-03 23:00:00+00:00,25254.0,2.6500000000000115,71.8,1.2
2015-01-04 00:00:00+00:00,23620.0,2.8830000000000156,71.8,0.8
2015-01-04 01:00:00+00:00,22606.0,2.6762000000000286,73.0,1.6
2015-01-04 02:00:00+00:00,22191.0,2.7350000000000363,73.6,1.8
2015-01-04 03:00:00+00:00,21929.0,2.7352000000000203,74.2,1.6
2015-01-04 04:00:00+00:00,22195.0,2.628468750000036,76.8,1.8
2015-01-04 05:00:00+00:00,24035.0,2.5795312500000365,77.6,1.8
2015-01-04 06:00:00+00:00,26807.0,2.9065000000000394,78.6,1.8
2015-01-04 07:00:00+00:00,28316.0,3.7700687500000414,78.0,1.6
2015-01-04 08:00:00+00:00,29871.0,4.821131250000041,78.0,1.4
2015-01-04 09:00:00+00:00,30585.0,5.637400000000037,76.2,1.4
2015-01-04 10:00:00+00:00,30772.0,5.864868750000039,76.2,1.4
2015-01-04 11:00:00+00:00,30685.0,12.768931250000026,72.4,1.4
2015-01-04 12:00:00+00:00,30429.0,12.858600000000024,72.4,1.2
2015-01-04 13:00:00+00:00,28741.0,13.693600000000027,68.0,1.2
2015-01-04 14:00:00+00:00,28249.0,14.408600000000046,67.4,1.0
2015-01-04 15:00:00+00:00,28105.0,14.027200000000027,69.8,0.8
2015-01-04 16:00:00+00:00,27908.0,11.580468750000023,77.4,0.8
2015-01-04 17:00:00+00:00,27577.0,8.718931250000026,86.4,1.0
2015-01-04 18:00:00+00:00,27418.0,7.048300000000029,85.0,1.0
2015-01-04 19:00:00+00:00,28604.0,5.382068750000042,84.8,0.8
2015-01-04 20:00:00+00:00,30346.0,4.888037500000041,84.6,0.8
2015-01-04 21:00:00+00:00,28190.0,4.940000000000043,85.0,0.8
